Date,Open,High,Low,Close,Adj Close,Volume
"Jul 17, 2024",229.45,231.46,226.64,228.88,227.81,"57,345,900"
"Jul 16, 2024",235,236.27,232.33,234.82,233.73,"43,234,300"
"Jul 15, 2024",236.48,237.23,233.09,234.4,233.31,"62,631,300"
"Jul 12, 2024",228.92,232.64,228.68,230.54,229.47,"53,046,500"
"Jul 11, 2024",231.39,232.39,225.77,227.57,226.51,"64,710,600"
"Jul 10, 2024",229.3,233.08,229.25,232.98,231.9,"62,627,700"
"Jul 9, 2024",227.93,229.4,226.37,228.68,227.62,"48,076,100"
"Jul 8, 2024",227.09,227.85,223.25,227.82,226.76,"59,085,900"
"Jul 5, 2024",221.65,226.45,221.65,226.34,225.29,"60,412,400"
"Jul 3, 2024",220,221.55,219.03,221.55,220.52,"37,369,800"
"Jul 2, 2024",216.15,220.38,215.1,220.27,219.24,"58,046,200"
"Jul 1, 2024",212.09,217.51,211.92,216.75,215.74,"60,402,900"
"Jun 28, 2024",215.77,216.07,210.3,210.62,209.64,"82,542,700"
"Jun 27, 2024",214.69,215.74,212.35,214.1,213.1,"49,772,700"
"Jun 26, 2024",211.5,214.86,210.64,213.25,212.26,"66,213,200"
"Jun 25, 2024",209.15,211.38,208.61,209.07,208.1,"56,713,900"
"Jun 24, 2024",207.72,212.7,206.59,208.14,207.17,"80,727,000"
"Jun 21, 2024",210.39,211.89,207.11,207.49,206.52,"246,421,400"
"Jun 20, 2024",213.93,214.24,208.85,209.68,208.7,"86,172,500"
"Jun 18, 2024",217.59,218.63,213,214.29,213.29,"79,943,300"
